row ID,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
Row55624,Watsonia,8.6,17.4,0.6,2.8,6.3,S,31,SW,SSW,13,17,82,58,1030.9,1030.3,7,7,11.8,16.8,No,0
Row55625,Watsonia,6.6,25.8,0.0,4.0,11.4,N,39,N,N,19,19,54,32,1025.2,1020.6,7,0,18.3,25.0,No,0
Row55626,Watsonia,10.7,30.2,0.0,8.0,11.3,N,54,N,NW,22,22,32,16,1013.9,1009.4,1,1,22.0,29.7,No,0
Row55627,Watsonia,10.5,17.4,0.0,10.4,11.1,S,37,SW,SSW,13,15,75,55,1017.8,1017.8,6,6,13.2,16.9,No,0
Row55628,Watsonia,5.5,14.5,4.4,2.0,2.3,SSE,33,WSW,SSW,15,17,95,68,1020.3,1019.5,7,7,8.9,13.6,Yes,0
Row55629,Watsonia,5.8,17.4,0.2,2.0,9.1,W,35,E,S,6,13,100,50,1015.3,1012.2,1,6,9.0,16.6,No,1
Row55630,Watsonia,6.2,12.6,0.8,3.0,0.5,SE,33,WSW,SSE,7,11,92,87,1010.2,1011.7,7,7,8.4,10.4,No,0
Row55631,Watsonia,5.9,17.3,0.6,4.0,4.8,WSW,37,WSW,SSW,19,15,70,58,1020.9,1020.7,6,7,11.6,15.1,No,0
Row55632,Watsonia,5.3,21.8,0.0,2.4,7.5,SSW,20,E,ESE,6,7,88,46,1021.3,1018.5,7,7,10.5,21.5,No,0
Row55633,Watsonia,9.4,27.8,0.4,3.6,8.8,N,37,NE,NNW,9,17,97,33,1012.4,1008.5,7,1,13.4,26.7,No,0
Row55634,Watsonia,6.1,19.0,2.8,6.0,11.2,NE,31,SSE,NE,6,7,85,35,1023.9,1023.9,5,5,11.1,17.6,Yes,0
Row55635,Watsonia,4.5,22.4,0.0,4.6,9.9,N,50,NE,NNW,7,22,54,27,1024.4,1021.3,7,7,14.0,21.8,No,0
Row55636,Watsonia,13.9,23.5,0.0,5.8,2.8,N,54,NNE,N,9,20,50,30,1018.1,1015.3,7,8,16.8,22.9,No,0
Row55637,Watsonia,16.8,21.7,0.0,8.2,5.9,WSW,52,NW,W,19,24,51,54,1006.1,1010.2,3,7,19.3,19.1,No,1
Row55638,Watsonia,9.6,16.2,1.8,5.4,6.0,W,48,WSW,WSW,11,13,74,65,1013.8,1012.3,6,7,11.1,14.5,Yes,1
Row55639,Watsonia,6.9,14.8,8.8,3.8,1.0,SSW,33,WSW,SSW,11,19,86,57,1021.0,1022.8,7,7,10.7,13.4,Yes,0
Row55640,Watsonia,6.5,27.9,0.0,4.0,12.2,NNW,39,NNE,N,4,19,82,32,1021.5,1016.4,7,7,12.2,25.8,No,0
Row55641,Watsonia,10.2,31.3,0.0,6.0,12.7,NNE,37,NNE,W,11,15,46,21,1013.8,1011.7,1,3,22.2,30.6,No,0
Row55642,Watsonia,13.5,28.8,0.0,11.4,3.0,W,56,N,NNE,17,11,30,31,1010.9,1009.3,7,8,25.5,28.5,No,1
Row55643,Watsonia,11.4,14.9,5.0,7.6,3.8,W,67,NNW,SW,13,22,84,82,1008.1,1013.2,7,7,11.9,12.3,Yes,1
Row55644,Watsonia,9.3,16.2,1.4,4.6,1.6,SSW,31,SW,SSW,9,17,99,60,1019.0,1019.0,7,7,10.9,15.3,Yes,0
Row55645,Watsonia,7.9,24.0,0.2,3.0,8.3,N,26,SE,NE,9,15,70,41,1018.9,1014.8,7,7,13.1,22.5,No,0
Row55646,Watsonia,9.2,28.8,0.0,5.4,12.2,NW,35,E,NNE,7,13,69,26,1015.6,1012.6,4,6,18.9,26.7,No,0
Row55647,Watsonia,18.7,26.8,0.0,14.0,0.1,W,41,N,ENE,19,17,27,54,1010.5,1010.5,7,7,26.8,23.3,No,0
Row55648,Watsonia,13.7,20.4,2.0,3.2,0.3,ENE,48,ENE,SW,4,9,87,72,1011.4,1009.3,7,8,15.1,19.7,Yes,0
Row55649,Watsonia,10.9,23.5,0.2,3.4,10.1,SSW,31,SW,SSW,7,13,83,44,1011.8,1011.0,4,3,15.2,23.1,No,0
Row55650,Watsonia,11.2,18.5,0.0,3.0,8.6,WSW,54,W,SW,17,19,55,58,1018.3,1019.4,1,5,14.5,15.2,No,1
Row55651,Watsonia,8.2,20.6,4.8,5.8,9.0,W,33,WNW,ESE,7,9,82,44,1026.5,1024.1,5,2,12.1,19.6,Yes,0
Row55652,Watsonia,7.8,19.8,0.0,7.6,11.9,SE,37,SE,SSE,15,15,56,40,1023.9,1021.6,7,3,13.5,18.5,No,0
Row55653,Watsonia,7.7,21.5,0.0,7.0,9.6,SW,35,SSE,SW,11,22,66,51,1019.4,1016.9,1,7,13.3,18.7,No,0
Row55654,Watsonia,7.5,18.4,0.0,5.4,4.0,S,28,ENE,SW,4,11,75,53,1016.2,1015.4,7,8,14.2,17.4,No,0
Row55655,Watsonia,11.0,18.3,0.0,4.4,7.6,S,44,S,SSW,13,22,62,49,1016.1,1016.0,7,6,13.4,15.9,No,0
Row55656,Watsonia,9.6,19.0,0.2,4.8,3.6,SE,26,NW,SSE,2,11,83,55,1017.0,1015.1,7,7,13.1,16.9,No,1
Row55657,Watsonia,7.6,19.1,2.2,3.4,10.4,SSW,41,W,SSW,4,17,99,41,1014.6,1015.0,2,3,10.3,18.4,Yes,0
Row55658,Watsonia,7.9,24.3,0.0,5.4,13.3,SE,28,SE,SSE,9,11,69,39,1020.7,1019.0,2,1,15.5,23.5,No,0
Row55659,Watsonia,9.3,28.0,0.0,7.6,9.4,NNE,43,N,NNE,22,17,46,30,1020.3,1015.2,7,7,20.2,25.8,No,0
Row55660,Watsonia,9.2,21.5,0.0,7.2,12.1,SSW,31,SW,S,7,15,65,43,1020.2,1018.8,7,2,13.3,20.3,No,0
Row55661,Watsonia,15.8,23.5,0.0,10.0,6.1,SW,35,WSW,SW,11,20,82,55,1016.0,1016.5,8,6,17.0,22.0,No,0
Row55662,Watsonia,12.2,23.5,0.0,5.0,4.5,SW,28,SE,SW,6,9,80,57,1016.8,1014.6,7,7,14.8,22.0,No,1
Row55663,Watsonia,14.7,23.6,11.4,3.8,5.4,W,63,WSW,S,15,13,100,70,1015.8,1014.4,8,4,16.3,22.5,Yes,1
Row55664,Watsonia,14.6,31.7,10.8,5.2,9.5,SW,30,NE,W,7,6,92,39,1015.6,1011.6,8,3,16.8,30.4,Yes,0
Row55665,Watsonia,23.2,28.0,0.0,12.6,2.6,WSW,30,SSW,S,13,9,61,54,1009.1,1009.5,7,7,26.9,27.0,No,0
Row55666,Watsonia,13.1,26.6,0.0,7.0,13.0,SSW,41,W,SSW,9,19,66,45,1013.7,1011.8,3,7,18.1,24.6,No,0
Row55667,Watsonia,14.2,23.5,0.0,9.8,12.7,S,39,S,SW,15,20,53,40,1017.5,1017.4,7,4,16.7,21.4,No,0
Row55668,Watsonia,10.9,38.2,0.0,7.0,12.8,SE,28,NNE,WNW,7,9,53,15,1016.4,1011.6,2,1,19.1,35.7,No,0
Row55669,Watsonia,14.8,28.1,0.0,9.4,10.8,SSW,44,S,SW,11,22,66,49,1023.2,1021.1,7,0,19.7,26.3,No,0
Row55670,Watsonia,13.9,36.6,0.0,9.2,11.8,WSW,33,N,SW,6,19,73,30,1018.6,1010.2,4,0,19.1,36.4,No,0
Row55671,Watsonia,15.6,32.0,0.0,6.2,6.8,SSW,57,WSW,SW,2,17,85,25,1003.3,997.6,7,3,19.1,30.4,No,1
Row55672,Watsonia,11.1,21.4,1.2,5.2,9.7,S,48,SW,SSW,15,19,74,39,1005.0,1006.0,7,5,13.5,19.7,Yes,0
Row55673,Watsonia,13.5,30.5,0.0,7.6,12.6,SSW,30,SSW,SW,7,11,52,30,1009.2,1006.5,1,2,17.8,26.8,No,0
Row55674,Watsonia,17.1,39.8,0.0,9.8,12.1,NNW,65,NNE,NW,19,30,21,9,1003.5,1000.0,6,5,28.1,38.0,No,0
Row55675,Watsonia,15.7,25.2,0.0,15.2,2.8,SSW,37,WSW,SSW,13,19,66,46,1011.2,1012.0,7,6,18.5,22.7,No,0
Row55676,Watsonia,11.4,22.9,0.0,3.8,11.7,SW,43,S,S,13,15,55,38,1020.2,1019.5,5,1,15.9,22.1,No,0
Row55677,Watsonia,8.9,31.0,0.0,7.6,12.6,NNW,35,NE,SSW,7,20,61,31,1017.7,1014.3,1,0,17.6,29.1,No,0
Row55678,Watsonia,12.6,41.0,0.0,8.0,10.5,NNW,48,ENE,NW,7,19,66,10,1008.1,1002.6,6,7,19.4,38.7,No,0
Row55679,Watsonia,15.2,29.0,0.0,8.2,9.6,SW,35,N,SW,7,22,76,48,1012.4,1007.6,8,1,18.8,26.5,No,0
Row55680,Watsonia,14.9,20.8,0.0,8.4,2.9,SSW,43,SSE,SW,15,24,62,55,1014.8,1013.3,7,7,16.6,18.8,No,0
Row55681,Watsonia,14.2,24.2,0.4,5.4,9.3,SW,39,SSE,SSW,11,19,87,55,1012.2,1010.9,7,4,16.5,21.9,No,0
Row55682,Watsonia,13.5,25.6,0.0,6.0,11.4,SW,44,SSE,SW,6,19,77,52,1010.8,1008.9,6,5,17.4,25.1,No,1
Row55683,Watsonia,13.6,21.0,2.6,9.0,5.7,SSW,39,S,SSW,17,22,68,43,1013.2,1012.3,7,7,14.7,19.6,Yes,0
Row55684,Watsonia,9.3,29.5,0.0,6.4,13.1,SSW,26,N,NW,4,7,60,28,1015.1,1012.4,1,3,15.2,26.5,No,0
Row55685,Watsonia,13.6,27.6,0.0,7.2,6.4,WSW,76,NE,SW,2,17,63,44,1010.7,1005.6,6,7,19.4,25.3,No,0
Row55686,Watsonia,12.6,24.0,0.0,4.2,12.2,SE,44,ESE,SSE,15,19,62,36,1022.0,1020.9,1,1,17.2,22.9,No,0
Row55687,Watsonia,13.0,27.1,0.0,8.0,12.0,SSE,33,SSE,ESE,11,15,66,35,1025.2,1021.7,1,1,16.7,25.5,No,0
Row55688,Watsonia,13.9,32.6,0.0,7.6,12.0,SSW,33,ENE,ESE,6,9,73,28,1021.1,1017.5,1,1,19.7,31.5,No,0
Row55689,Watsonia,14.9,33.4,0.0,10.0,11.4,N,35,ENE,NNE,7,13,62,29,1017.3,1014.2,3,3,20.9,32.1,No,0
Row55690,Watsonia,19.1,36.1,0.0,8.6,5.7,ESE,24,NA,S,0,6,87,30,1019.6,1015.8,7,6,20.7,35.6,No,0
Row55691,Watsonia,18.2,37.2,0.0,5.8,9.7,NNW,19,ENE,S,7,7,87,25,1017.2,1014.8,3,7,19.5,34.9,No,0
Row55692,Watsonia,19.5,36.2,0.0,11.2,11.6,NW,39,ENE,NNW,7,17,53,28,1015.7,1012.1,1,1,26.0,34.7,No,0
Row55693,Watsonia,25.2,27.1,0.0,16.4,9.0,NNE,50,N,SW,22,19,39,43,1007.0,1009.8,6,6,27.1,23.8,No,0
Row55694,Watsonia,14.3,22.9,0.2,7.0,6.7,SSW,35,ESE,SW,4,20,77,46,1015.3,1014.4,7,1,15.8,22.0,No,0
Row55695,Watsonia,12.4,24.2,0.0,5.6,6.5,SSW,37,E,WSW,6,19,75,41,1017.9,1016.6,7,2,16.7,23.4,No,0
Row55696,Watsonia,10.3,20.8,0.0,2.4,4.7,SSW,31,N,S,2,13,87,62,1024.0,1023.0,7,7,13.7,18.2,No,0
Row55697,Watsonia,13.9,23.5,0.2,9.0,2.8,N,70,NNE,NNE,20,31,62,70,1006.3,1000.3,7,2,20.5,20.7,No,1
Row55698,Watsonia,13.5,19.7,2.4,5.4,3.3,NW,33,NNW,NW,9,13,73,54,1012.8,1011.8,1,7,15.2,18.9,Yes,0
Row55699,Watsonia,13.9,24.5,0.4,3.8,8.4,N,39,NNW,NNW,15,15,64,42,1016.2,1014.1,7,4,16.0,23.2,No,0
Row55700,Watsonia,13.8,30.7,0.0,6.6,11.1,NE,52,ENE,N,7,19,75,29,1016.1,1012.2,1,1,16.9,30.1,No,0
Row55701,Watsonia,16.9,35.3,0.2,11.6,7.7,N,63,NNE,N,11,31,33,24,1009.3,1006.3,6,7,26.1,33.9,No,1
Row55702,Watsonia,14.4,20.6,20.6,11.6,4.4,WSW,69,NA,W,0,20,99,46,1015.2,1014.8,7,6,14.7,19.6,Yes,0
Row55703,Watsonia,7.4,17.6,0.6,5.4,3.1,W,24,NE,SW,6,7,87,55,1021.8,1020.0,1,7,9.9,16.7,No,0
Row55704,Watsonia,9.5,22.1,0.0,2.2,1.9,N,35,NA,NNW,0,17,86,52,1016.3,1012.5,7,7,12.1,20.9,No,1
Row55705,Watsonia,12.1,18.8,2.6,3.8,3.8,SW,31,W,SSW,4,17,91,71,1013.8,1015.3,7,7,13.8,16.7,Yes,0
Row55706,Watsonia,6.7,19.3,0.0,2.6,2.4,W,28,NE,NNW,7,13,100,50,1019.2,1017.3,7,7,8.8,18.1,No,0
Row55707,Watsonia,8.8,19.2,0.2,2.8,1.7,S,33,NA,SSW,0,15,99,80,1017.9,1018.0,7,7,14.4,16.9,No,0
Row55708,Watsonia,5.7,21.9,0.0,3.0,10.8,WSW,30,NE,E,6,4,91,43,1029.8,1027.4,1,1,7.9,20.6,No,0
Row55709,Watsonia,7.5,24.8,0.0,3.0,8.4,N,20,NE,ENE,6,9,99,48,1030.3,1026.7,3,7,9.8,23.7,No,0
Row55710,Watsonia,9.8,27.0,0.0,3.4,9.2,ENE,22,NE,N,6,9,99,37,1026.2,1022.0,1,4,12.1,26.6,No,0
Row55711,Watsonia,12.1,28.0,0.0,6.6,4.3,NNE,31,ENE,NNW,6,9,68,37,1022.6,1019.9,6,7,18.4,26.1,No,0
Row55712,Watsonia,16.0,23.1,1.0,4.0,5.7,WSW,22,S,SW,4,15,86,59,1025.9,1023.9,7,3,17.5,21.6,No,0
Row55713,Watsonia,12.2,23.9,0.0,2.6,9.0,SSW,28,NA,SW,0,9,100,52,1027.0,1023.0,6,1,14.4,23.4,No,0
Row55714,Watsonia,10.1,25.3,0.0,4.2,9.6,NNE,41,NE,SSW,11,11,97,38,1023.3,1020.4,5,6,13.9,24.8,No,0
Row55715,Watsonia,10.9,16.7,0.2,3.0,1.0,SE,19,ENE,SSW,2,6,96,87,1024.6,1024.2,7,8,13.1,16.2,No,0
Row55716,Watsonia,10.0,28.2,0.8,0.8,7.5,W,31,NA,W,0,9,99,37,1023.8,1018.9,1,6,13.8,27.9,No,0
Row55717,Watsonia,15.2,22.8,0.0,4.0,4.1,SSW,26,SW,S,2,15,77,61,1012.5,1008.6,5,7,16.8,19.9,No,1
Row55718,Watsonia,6.1,19.0,1.8,0.2,9.6,SSW,43,SSW,SE,2,9,100,49,1018.1,1015.7,1,4,10.7,18.3,Yes,0
Row55719,Watsonia,7.2,18.1,0.0,4.0,1.8,SSW,46,NNW,SW,7,15,99,68,1018.1,1016.3,7,7,9.3,16.3,No,0
Row55720,Watsonia,6.5,16.7,0.2,2.8,1.4,SSW,56,NE,SW,6,28,100,67,1019.5,1020.1,8,7,9.2,14.3,No,1
Row55721,Watsonia,7.1,16.4,5.0,2.4,10.7,SSE,37,SSE,SSE,11,13,61,46,1026.2,1024.5,1,5,11.6,15.2,Yes,0
Row55722,Watsonia,3.8,20.7,0.0,3.4,8.5,NNW,43,ENE,N,7,20,85,37,1013.8,1008.0,4,7,8.7,20.2,No,1
Row55723,Watsonia,12.0,20.8,0.2,3.8,5.3,WNW,28,NNE,SW,6,13,57,50,1019.4,1017.4,5,7,14.4,18.2,No,1
Row55724,Watsonia,9.0,20.9,2.4,2.8,6.3,NW,35,NNW,NNW,13,20,81,48,1021.4,1018.7,3,7,13.3,19.3,Yes,0
Row55725,Watsonia,13.2,22.5,0.0,4.0,6.7,W,35,N,WSW,15,17,72,46,1022.3,1020.6,5,6,16.3,21.8,No,0
Row55726,Watsonia,13.7,23.8,0.0,5.4,7.1,N,57,N,N,17,24,62,44,1018.6,1012.6,3,6,18.6,23.5,No,0
Row55727,Watsonia,4.6,18.2,0.0,3.4,5.6,S,15,NE,ESE,4,6,96,42,1026.6,1023.1,3,7,8.7,16.6,No,0
Row55728,Watsonia,6.2,15.1,0.0,2.6,3.1,SW,43,NA,SW,0,17,93,90,1021.6,1021.6,7,4,8.4,12.7,No,1
Row55729,Watsonia,3.4,17.6,1.8,2.4,10.2,ENE,17,NE,SW,6,7,100,42,1028.8,1025.9,1,1,7.4,16.4,Yes,0
Row55730,Watsonia,5.1,19.7,0.2,6.8,5.4,N,57,NE,N,9,28,49,37,1021.3,1016.2,7,7,15.6,17.9,No,0
Row55731,Watsonia,10.1,15.0,1.0,4.8,4.3,SW,56,WSW,SSW,9,15,64,50,1025.0,1025.4,7,7,11.9,14.1,No,0
Row55732,Watsonia,9.8,15.0,0.0,3.0,0.2,SE,26,SSE,SSE,4,13,67,57,1027.4,1025.3,7,7,11.9,13.3,No,0
Row55733,Watsonia,2.2,18.7,0.0,2.2,9.0,ENE,22,NE,ENE,7,9,89,36,1027.1,1023.0,3,7,6.1,18.1,No,0
Row55734,Watsonia,6.0,19.8,0.4,3.0,4.7,ENE,28,NA,NNE,0,11,94,49,1027.1,1024.4,7,6,9.8,18.4,No,0
Row55735,Watsonia,9.9,25.1,0.0,7.2,9.8,N,30,ENE,NNE,11,11,68,40,1028.8,1027.1,0,1,17.3,24.2,No,0
Row55736,Watsonia,9.1,24.9,0.0,4.6,9.4,NNW,24,ENE,NNW,9,11,94,37,1030.1,1026.8,7,7,11.8,24.7,No,0
Row55737,Watsonia,8.5,24.7,0.0,5.2,8.2,N,35,NA,NNE,0,13,72,31,1026.8,1022.4,7,6,14.4,24.2,No,0
Row55738,Watsonia,14.4,22.6,0.0,7.2,3.5,N,50,N,N,17,17,43,41,1019.3,1015.7,7,7,19.5,21.4,No,0
Row55739,Watsonia,13.8,17.0,0.4,5.0,4.5,W,44,NNW,NNW,13,17,64,46,1013.2,1010.6,7,7,14.1,16.4,No,0
Row55740,Watsonia,6.9,13.5,0.8,3.8,5.2,N,50,N,N,22,19,76,62,1011.7,1009.7,2,7,8.8,11.6,No,1
Row55741,Watsonia,8.7,14.9,1.4,2.8,3.6,NNW,57,N,N,20,24,81,67,1007.6,1003.4,3,7,10.6,13.9,Yes,1
Row55742,Watsonia,9.7,14.5,0.4,3.4,0.7,N,33,NE,N,9,9,81,85,1016.3,1013.7,7,7,11.5,12.7,No,1
Row55743,Watsonia,4.5,16.0,2.2,0.6,7.2,NW,17,NNE,S,4,2,99,55,1018.0,1015.7,7,3,7.2,15.0,Yes,0
Row55744,Watsonia,3.1,13.5,0.0,1.4,1.1,NE,15,NNE,ENE,4,7,99,69,1013.4,1011.6,7,7,5.7,13.3,No,0
Row55745,Watsonia,0.9,15.8,0.0,1.4,8.8,SE,31,NNE,SSE,2,13,100,65,1020.4,1020.2,1,4,4.6,15.3,No,0
Row55746,Watsonia,2.5,15.3,0.2,1.4,6.7,ENE,13,ENE,NA,4,0,100,61,1026.0,1024.0,7,4,6.2,14.4,No,0
Row55747,Watsonia,9.1,15.6,0.0,2.8,0.0,WSW,30,WNW,SSW,7,9,77,64,1028.4,1026.7,7,7,13.0,15.0,No,0
Row55748,Watsonia,9.0,16.5,0.0,1.0,1.3,SE,20,NA,SE,0,9,100,69,1031.2,1028.9,7,7,10.1,14.3,No,0
Row55749,Watsonia,2.9,18.6,0.2,1.2,7.1,N,31,NE,N,2,19,100,55,1029.5,1026.1,7,6,5.0,16.9,No,0
Row55750,Watsonia,4.9,19.1,0.0,2.6,2.7,N,46,N,N,9,13,79,50,1026.1,1023.3,7,7,12.4,17.4,No,0
Row55751,Watsonia,11.7,19.1,12.6,2.6,3.7,NNE,39,NNE,NNE,11,7,88,74,1022.8,1019.3,3,7,16.0,18.2,Yes,1
Row55752,Watsonia,13.1,14.7,87.4,8.0,0.0,S,22,NA,SSW,0,9,,100,1013.4,1010.9,8,7,,14.4,Yes,1
Row55753,Watsonia,9.3,15.7,2.6,1.0,3.6,SSW,44,WSW,SW,11,17,100,72,1018.0,1019.6,7,7,10.7,14.8,Yes,0
Row55754,Watsonia,10.8,14.4,0.6,0.8,0.0,SSW,13,NA,W,0,4,100,74,1026.8,1024.9,7,7,11.4,14.1,No,0
Row55755,Watsonia,11.1,14.9,0.0,0.8,0.2,NNW,35,NNW,N,9,15,84,67,1023.3,1019.4,7,7,12.2,13.9,No,0
Row55756,Watsonia,11.8,16.6,0.0,1.8,3.2,N,46,N,N,22,20,71,60,1017.3,1014.1,7,7,13.5,16.3,No,1
Row55757,Watsonia,10.3,14.0,17.4,3.6,3.1,N,44,WNW,SW,13,11,86,58,1018.8,1023.0,2,7,12.2,12.8,Yes,0
Row55758,Watsonia,3.0,14.9,0.4,1.8,7.9,N,24,ENE,NNE,7,7,100,56,1030.9,1027.9,4,1,5.3,14.2,No,0
Row55759,Watsonia,2.4,13.7,0.0,1.6,6.6,NNW,31,ENE,NNW,7,15,99,58,1027.1,1023.6,7,7,4.2,13.0,No,0
Row55760,Watsonia,3.1,15.7,0.0,2.0,6.5,N,43,N,NNE,17,17,86,57,1019.1,1016.8,3,7,9.7,14.8,No,0
Row55761,Watsonia,9.7,14.0,0.0,3.2,0.0,N,31,N,SW,17,7,73,84,1018.8,1016.6,7,7,12.3,13.9,No,0
Row55762,Watsonia,7.8,12.6,0.8,0.4,0.0,SE,19,NA,SSE,0,9,100,100,1012.2,1008.1,8,8,8.8,12.4,No,1
Row55763,Watsonia,8.7,11.9,8.4,1.0,0.0,SW,37,S,SSW,13,15,100,100,1008.9,1008.8,8,8,11.5,11.8,Yes,1
Row55764,Watsonia,6.9,13.2,0.0,0.6,5.9,ESE,28,SW,S,6,11,100,67,1021.6,1018.7,3,7,7.4,12.1,No,0
Row55765,Watsonia,4.7,11.5,0.2,1.4,0.1,S,20,WSW,S,9,11,100,89,1016.2,1014.2,7,7,7.7,11.4,No,1
Row55766,Watsonia,7.6,14.5,2.2,1.8,5.1,ESE,26,WSW,SSE,6,15,100,72,1018.6,1019.2,7,4,8.8,12.7,Yes,0
Row55767,Watsonia,-0.1,13.9,0.2,1.0,8.0,SE,20,NE,SSE,7,9,100,56,1027.6,1025.5,1,2,1.9,13.1,No,0
Row55768,Watsonia,-0.7,14.6,0.0,1.0,8.6,NW,20,NE,N,6,7,100,52,1026.1,1022.2,1,6,1.6,14.1,No,0
Row55769,Watsonia,-0.2,15.3,0.2,0.8,9.0,S,17,NNE,NA,2,0,99,46,1025.7,1025.1,1,1,2.1,14.3,No,0
Row55770,Watsonia,1.3,16.4,0.0,0.2,7.2,ESE,17,NA,E,0,6,,57,1026.4,1023.1,7,1,,15.8,No,0
Row55771,Watsonia,-0.3,17.0,0.2,1.4,8.5,ENE,15,NA,E,0,9,100,51,1024.3,1021.2,1,0,2.1,16.3,No,0
Row55772,Watsonia,4.2,16.7,0.0,1.0,7.5,WSW,17,NE,S,7,4,100,56,1025.2,1023.1,3,4,5.5,16.3,No,0
Row55773,Watsonia,5.5,13.2,0.2,1.4,3.2,SW,13,NA,SE,0,6,,89,1028.1,1027.0,7,3,,12.1,No,0
Row55774,Watsonia,3.1,18.4,0.2,1.0,6.1,N,28,NE,W,9,7,,61,1027.7,1024.4,2,7,,16.4,No,0
Row55775,Watsonia,5.5,16.9,0.0,2.2,0.9,N,39,N,WNW,15,13,78,59,1023.7,1021.3,7,7,12.7,16.9,No,1
Row55776,Watsonia,11.8,18.2,1.4,2.0,8.2,NW,44,NNW,NW,15,22,79,48,1023.0,1020.8,6,7,12.7,17.5,Yes,0
Row55777,Watsonia,9.6,15.4,0.0,3.0,9.1,N,52,N,N,19,26,75,56,1022.4,1018.2,1,1,11.1,14.6,No,0
Row55778,Watsonia,10.1,16.2,0.0,4.0,4.3,N,69,N,N,26,31,65,49,1009.2,1003.1,5,2,11.3,15.8,No,0
Row55779,Watsonia,7.7,12.7,0.0,4.2,7.3,NW,54,NNW,NW,15,17,62,51,1008.3,1009.7,1,7,8.5,12.0,No,0
Row55780,Watsonia,8.4,14.4,0.0,3.4,4.6,N,44,N,NW,19,17,82,53,1016.8,1016.7,2,6,9.0,13.4,No,1
Row55781,Watsonia,4.4,12.8,1.4,1.2,4.0,N,35,NE,NNW,4,17,99,69,1025.4,1024.4,1,6,6.5,12.7,Yes,1
Row55782,Watsonia,1.8,14.1,4.4,1.0,7.6,W,19,NE,SSW,2,6,100,65,1033.0,1032.7,1,6,3.7,12.4,Yes,0
Row55783,Watsonia,0.3,13.6,0.0,2.6,8.2,NE,13,NNE,ENE,6,6,100,54,1037.4,1033.1,1,4,1.7,13.3,No,0
Row55784,Watsonia,0.3,15.6,0.0,1.8,9.5,ENE,44,ENE,NNW,7,6,99,46,1033.1,1030.2,1,1,2.3,15.3,No,0
Row55785,Watsonia,1.1,15.3,0.2,2.2,3.3,NE,19,NE,N,6,6,99,59,1034.1,1030.5,8,7,3.1,14.8,No,0
Row55786,Watsonia,4.9,14.9,0.0,2.0,0.0,NE,20,ENE,ENE,9,7,97,88,1026.8,1023.8,7,8,9.2,13.7,No,1
Row55787,Watsonia,9.2,15.9,10.0,1.4,0.0,N,43,NNW,NNE,7,20,81,78,1020.0,1016.5,7,8,14.6,15.0,Yes,0
Row55788,Watsonia,12.2,18.5,0.4,1.2,5.7,NNW,33,N,NW,9,9,97,61,1019.7,1018.7,3,7,12.7,16.9,No,0
Row55789,Watsonia,7.6,18.2,0.0,1.8,3.8,NNE,24,NNE,N,7,11,100,61,1020.6,1016.9,7,6,9.6,16.5,No,0
Row55790,Watsonia,13.5,15.8,5.0,4.4,7.4,NNW,57,N,N,20,31,76,72,1004.2,1002.8,4,7,14.1,14.3,Yes,1
Row55791,Watsonia,7.3,9.6,9.2,3.2,0.0,NW,35,NNE,NW,4,7,90,99,1003.8,1002.8,7,7,7.9,6.7,Yes,1
Row55792,Watsonia,4.9,9.3,8.2,1.4,8.4,NNW,54,N,NNW,19,24,82,72,1011.6,1011.3,1,5,5.8,8.4,Yes,0
Row55793,Watsonia,5.6,13.3,0.0,1.4,4.9,NNW,39,N,NW,15,20,83,55,1015.2,1015.5,6,6,7.9,12.5,No,1
Row55794,Watsonia,7.9,12.7,4.0,2.0,0.9,WSW,43,WSW,SSW,11,19,100,66,1024.1,1025.8,7,7,9.1,12.0,Yes,0
Row55795,Watsonia,9.1,13.3,0.0,0.6,0.8,SSW,24,S,SSW,13,13,66,68,1032.6,1030.6,7,7,10.8,12.2,No,0
Row55796,Watsonia,1.6,12.0,0.0,2.0,3.3,N,48,ENE,N,7,19,99,64,1028.6,1024.7,7,7,2.9,11.6,No,1
Row55797,Watsonia,2.9,14.1,2.0,2.2,6.3,N,39,NNE,N,9,17,97,70,1025.6,1025.0,7,3,8.9,13.2,Yes,0
Row55798,Watsonia,6.4,14.5,0.0,2.2,4.0,N,33,NNE,NNE,6,15,84,59,1027.0,1023.7,5,7,9.5,13.5,No,0
Row55799,Watsonia,9.3,14.3,1.6,2.2,7.6,S,28,W,SW,6,11,99,50,1022.1,1022.1,4,3,10.1,13.7,Yes,0
Row55800,Watsonia,2.6,13.4,0.0,2.0,8.2,NW,31,N,NNW,7,17,88,50,1023.2,1019.2,3,5,8.1,13.0,No,0
Row55801,Watsonia,6.9,14.0,0.0,3.8,5.0,N,56,N,NNW,26,19,54,77,1011.8,1009.2,6,4,11.8,11.4,No,1
Row55802,Watsonia,6.6,11.9,2.2,2.2,2.3,NNW,56,N,N,26,28,71,73,1013.4,1007.1,7,7,8.8,11.9,Yes,1
Row55803,Watsonia,9.3,15.1,1.0,2.2,2.7,N,69,NNW,N,17,13,77,69,1012.8,1008.8,6,7,11.9,13.6,No,1
